x,y,z,C,R,G,B
-17.094980, -12.957421, 1.582394, 1, 0.114406, 0.869742, 0.038527
-17.117891, -13.986853, 1.418653, 1, 0.114406, 0.869742, 0.038527
-17.363272, -13.087550, 4.874928, 1, 0.114406, 0.869742, 0.038527
-17.318221, -13.055014, 3.203714, 1, 0.114406, 0.869742, 0.038527
-17.308757, -13.047881, 2.397626, 1, 0.114406, 0.869742, 0.038527
-17.208827, -13.977318, 2.231230, 1, 0.114406, 0.869742, 0.038527
-17.122703, -12.895914, 1.581290, 1, 0.114406, 0.869742, 0.038527
-17.066206, -13.857525, 1.410839, 1, 0.114406, 0.869742, 0.038527
-17.390845, -13.024859, 4.871427, 1, 0.114406, 0.869742, 0.038527
-17.535549, -13.134668, 3.236448, 1, 0.114406, 0.869742, 0.038527
-17.275052, -15.029336, 2.934086, 1, 0.114406, 0.869742, 0.038527
-17.329614, -12.980415, 2.394987, 1, 0.114406, 0.869742, 0.038527
-17.131047, -12.820017, 1.578421, 1, 0.114406, 0.869742, 0.038527
-17.093884, -13.793195, 1.409622, 1, 0.114406, 0.869742, 0.038527
-17.363403, -12.921345, 4.852613, 1, 0.114406, 0.869742, 0.038527
-17.344525, -13.934176, 4.755442, 1, 0.114406, 0.869742, 0.038527
-17.511474, -13.031535, 4.051145, 1, 0.114406, 0.869742, 0.038527
-17.593224, -13.093802, 3.239663, 1, 0.114406, 0.869742, 0.038527
-17.362179, -12.921848, 2.393997, 1, 0.114406, 0.869742, 0.038527
-17.053840, -14.734282, 2.056613, 1, 0.114406, 0.869742, 0.038527
-17.147088, -12.750143, 1.576288, 1, 0.114406, 0.869742, 0.038527
-17.142348, -13.745681, 1.410135, 1, 0.114406, 0.869742, 0.038527
-17.196755, -12.768906, 0.014579, 1, 0.114406, 0.869742, 0.038527
-17.441407, -12.896441, 4.863333, 1, 0.114406, 0.869742, 0.038527
-17.466673, -13.944351, 4.777180, 1, 0.114406, 0.869742, 0.038527
-17.463618, -12.912864, 4.030890, 1, 0.114406, 0.869742, 0.038527
-17.377191, -12.850365, 3.192608, 1, 0.114406, 0.869742, 0.038527
-17.500104, -15.037475, 2.956582, 1, 0.114406, 0.869742, 0.038527
-17.356189, -12.834834, 2.387731, 1, 0.114406, 0.869742, 0.038527
-17.092278, -12.628139, 1.567680, 1, 0.114406, 0.869742, 0.038527
-17.167269, -13.679342, 1.408726, 1, 0.114406, 0.869742, 0.038527
-17.301298, -12.774168, 0.799495, 1, 0.114406, 0.869742, 0.038527
-17.229412, -12.711337, 0.014574, 1, 0.114406, 0.869742, 0.038527
-17.363946, -12.740162, 6.582707, 1, 0.114406, 0.869742, 0.038527
-17.416292, -12.787457, 5.700649, 1, 0.114406, 0.869742, 0.038527
-17.421129, -12.798963, 4.846706, 1, 0.114406, 0.869742, 0.038527
-17.243435, -14.748638, 4.619732, 1, 0.114406, 0.869742, 0.038527
-17.343097, -12.741635, 3.994030, 1, 0.114406, 0.869742, 0.038527
-17.362324, -12.757161, 3.182670, 1, 0.114406, 0.869742, 0.038527
-17.349028, -12.747391, 2.381354, 1, 0.114406, 0.869742, 0.038527
-17.094686, -14.587346, 2.050706, 1, 0.114406, 0.869742, 0.038527
-17.096370, -12.550266, 1.564517, 1, 0.114406, 0.869742, 0.038527
-17.161431, -13.588820, 1.404819, 1, 0.114406, 0.869742, 0.038527
-17.290451, -12.684380, 0.797191, 1, 0.114406, 0.869742, 0.038527
-17.250585, -12.645412, 0.014559, 1, 0.114406, 0.869742, 0.038527
-17.456273, -12.725702, 6.602876, 1, 0.114406, 0.869742, 0.038527
-17.378890, -12.678118, 5.675649, 1, 0.114406, 0.869742, 0.038527
-17.438245, -12.729347, 4.840580, 1, 0.114406, 0.869742, 0.038527
-17.362252, -12.673875, 3.989468, 1, 0.114406, 0.869742, 0.038527
-17.398983, -12.702084, 3.182232, 1, 0.114406, 0.869742, 0.038527
-17.361563, -12.674765, 2.377726, 1, 0.114406, 0.869742, 0.038527
-17.208539, -13.544323, 2.203993, 1, 0.114406, 0.869742, 0.038527
-17.146955, -14.541272, 2.051615, 1, 0.114406, 0.869742, 0.038527
-17.100953, -12.473073, 1.561427, 1, 0.114406, 0.869742, 0.038527
-17.161473, -13.503398, 1.401425, 1, 0.114406, 0.869742, 0.038527
-17.008685, -14.413811, 1.219145, 1, 0.114406, 0.869742, 0.038527
-17.287291, -12.600666, 0.795260, 1, 0.114406, 0.869742, 0.038527
-17.297382, -12.598315, 0.014566, 1, 0.114406, 0.869742, 0.038527
-17.393773, -12.598598, 6.564584, 1, 0.114406, 0.869742, 0.038527
-17.427882, -12.632117, 5.678965, 1, 0.114406, 0.869742, 0.038527
-17.432192, -12.643132, 4.828111, 1, 0.114406, 0.869742, 0.038527
-17.392580, -13.624998, 4.722417, 1, 0.114406, 0.869742, 0.038527
-17.348524, -12.582449, 3.977425, 1, 0.114406, 0.869742, 0.038527
-17.378614, -12.605662, 3.171418, 1, 0.114406, 0.869742, 0.038527
-17.321518, -12.564248, 2.366952, 1, 0.114406, 0.869742, 0.038527
-17.116777, -13.387260, 2.186969, 1, 0.114406, 0.869742, 0.038527
-17.176256, -14.475763, 2.049797, 1, 0.114406, 0.869742, 0.038527
-17.188398, -12.456246, 1.565914, 1, 0.114406, 0.869742, 0.038527
-17.091972, -13.364013, 1.392394, 1, 0.114406, 0.869742, 0.038527
-17.085666, -14.389218, 1.221493, 1, 0.114406, 0.869742, 0.038527
-17.301588, -12.529985, 0.794145, 1, 0.114406, 0.869742, 0.038527
-17.330282, -12.541085, 0.014561, 1, 0.114406, 0.869742, 0.038527
-17.527818, -12.613884, 6.600538, 1, 0.114406, 0.869742, 0.038527
-17.404569, -12.533951, 5.658812, 1, 0.114406, 0.869742, 0.038527
-17.412316, -12.547377, 4.811921, 1, 0.114406, 0.869742, 0.038527
-17.415778, -13.557158, 4.717400, 1, 0.114406, 0.869742, 0.038527
-17.379865, -12.523993, 3.975782, 1, 0.114406, 0.869742, 0.038527
-17.347381, -12.501965, 3.158704, 1, 0.114406, 0.869742, 0.038527
-17.347889, -12.502331, 2.365303, 1, 0.114406, 0.869742, 0.038527
-17.082350, -13.276069, 2.177356, 1, 0.114406, 0.869742, 0.038527
-17.180123, -14.389109, 2.044981, 1, 0.114406, 0.869742, 0.038527
-17.172308, -12.364411, 1.560985, 1, 0.114406, 0.869742, 0.038527
-17.054086, -13.250285, 1.385990, 1, 0.114406, 0.869742, 0.038527
-17.115948, -14.325197, 1.220510, 1, 0.114406, 0.869742, 0.038527
-17.327781, -12.468091, 0.793588, 1, 0.114406, 0.869742, 0.038527
-17.304532, -12.441740, 0.014507, 1, 0.114406, 0.869742, 0.038527
-17.419351, -12.463617, 5.651158, 1, 0.114406, 0.869742, 0.038527
-17.384878, -12.446752, 4.793763, 1, 0.114406, 0.869742, 0.038527
-17.425577, -13.479132, 4.708830, 1, 0.114406, 0.869742, 0.038527
-17.366693, -14.488844, 4.604769, 1, 0.114406, 0.869742, 0.038527
-17.371039, -12.436844, 3.965016, 1, 0.114406, 0.869742, 0.038527
-17.376005, -12.441775, 3.156951, 1, 0.114406, 0.869742, 0.038527
-17.262681, -15.473629, 2.748766, 1, 0.114406, 0.869742, 0.038527
-17.382932, -12.446735, 2.364863, 1, 0.114406, 0.869742, 0.038527
-17.183636, -13.270426, 2.185067, 1, 0.114406, 0.869742, 0.038527
-17.094065, -14.228028, 2.029532, 1, 0.114406, 0.869742, 0.038527
-17.115260, -12.243781, 1.552378, 1, 0.114406, 0.869742, 0.038527
-17.032254, -13.149723, 1.380930, 1, 0.114406, 0.869742, 0.038527
-17.116826, -14.236862, 1.217453, 1, 0.114406, 0.869742, 0.038527
-17.352944, -12.405572, 0.792993, 1, 0.114406, 0.869742, 0.038527
-17.336113, -12.383942, 0.014502, 1, 0.114406, 0.869742, 0.038527
-17.474686, -12.413607, 6.551723, 1, 0.114406, 0.869742, 0.038527
-17.451990, -12.406195, 5.649373, 1, 0.114406, 0.869742, 0.038527
-17.398333, -12.375823, 4.786981, 1, 0.114406, 0.869742, 0.038527
-17.268491, -14.317290, 4.567063, 1, 0.114406, 0.869742, 0.038527
-17.363445, -12.351007, 3.954615, 1, 0.114406, 0.869742, 0.038527
-17.365727, -12.354000, 3.148183, 1, 0.114406, 0.869742, 0.038527
-17.272246, -13.263086, 3.002060, 1, 0.114406, 0.869742, 0.038527
-17.404838, -12.381823, 2.362664, 1, 0.114406, 0.869742, 0.038527
-17.120074, -13.137688, 2.171849, 1, 0.114406, 0.869742, 0.038527
-17.131498, -14.170440, 2.028805, 1, 0.114406, 0.869742, 0.038527
-17.184446, -12.213747, 1.555247, 1, 0.114406, 0.869742, 0.038527
-17.067765, -13.093762, 1.380546, 1, 0.114406, 0.869742, 0.038527
-17.138105, -14.165833, 1.215869, 1, 0.114406, 0.869742, 0.038527
-17.268713, -12.265475, 0.787421, 1, 0.114406, 0.869742, 0.038527
-17.301445, -12.279187, 0.014441, 1, 0.114406, 0.869742, 0.038527
-17.400959, -12.281082, 6.509923, 1, 0.114406, 0.869742, 0.038527
-17.400723, -12.289562, 5.620545, 1, 0.114406, 0.869742, 0.038527
-17.346969, -12.259314, 4.762478, 1, 0.114406, 0.869742, 0.038527
-17.490080, -13.358304, 4.704023, 1, 0.114406, 0.869742, 0.038527
-17.409285, -12.303353, 3.956440, 1, 0.114406, 0.869742, 0.038527
-17.456528, -13.328821, 3.854549, 1, 0.114406, 0.869742, 0.038527
-17.379312, -12.283535, 3.143799, 1, 0.114406, 0.869742, 0.038527
-17.303404, -13.202822, 3.000422, 1, 0.114406, 0.869742, 0.038527
-17.376999, -12.281900, 2.353759, 1, 0.114406, 0.869742, 0.038527
-17.115993, -13.051318, 2.166241, 1, 0.114406, 0.869742, 0.038527
-17.141811, -14.090623, 2.024897, 1, 0.114406, 0.869742, 0.038527
-17.004974, -15.040664, 1.856490, 1, 0.114406, 0.869742, 0.038527
-17.089602, -13.027422, 1.379073, 1, 0.114406, 0.869742, 0.038527
-17.213119, -14.139173, 1.218108, 1, 0.114406, 0.869742, 0.038527
-17.319326, -12.221658, 0.788015, 1, 0.114406, 0.869742, 0.038527
-17.311250, -12.206455, 0.014418, 1, 0.114406, 0.869742, 0.038527
-17.487885, -12.262229, 6.528338, 1, 0.114406, 0.869742, 0.038527
-17.443094, -12.239452, 5.622076, 1, 0.114406, 0.869742, 0.038527
-17.386895, -12.207719, 4.763135, 1, 0.114406, 0.869742, 0.038527
-17.411795, -13.214132, 4.672043, 1, 0.114406, 0.869742, 0.038527
-17.394645, -12.213161, 3.944579, 1, 0.114406, 0.869742, 0.038527
-17.513817, -13.287705, 3.858179, 1, 0.114406, 0.869742, 0.038527
-17.382102, -12.205713, 3.137515, 1, 0.114406, 0.869742, 0.038527
-17.339091, -13.146084, 2.999602, 1, 0.114406, 0.869742, 0.038527
-17.385727, -15.297692, 2.745822, 1, 0.114406, 0.869742, 0.038527
-17.385313, -12.207967, 2.349801, 1, 0.114406, 0.869742, 0.038527
-17.077441, -12.939259, 2.156328, 1, 0.114406, 0.869742, 0.038527
-17.139455, -14.000795, 2.019535, 1, 0.114406, 0.869742, 0.038527
-17.069031, -12.929137, 1.374206, 1, 0.114406, 0.869742, 0.038527
-17.069225, -13.933494, 1.204894, 1, 0.114406, 0.869742, 0.038527
-17.342013, -12.158138, 0.787347, 1, 0.114406, 0.869742, 0.038527
-17.364178, -12.164189, 0.014431, 1, 0.114406, 0.869742, 0.038527
-17.455583, -12.159868, 6.502324, 1, 0.114406, 0.869742, 0.038527
-17.425831, -12.147726, 5.604474, 1, 0.114406, 0.869742, 0.038527
-17.390654, -12.130873, 4.753946, 1, 0.114406, 0.869742, 0.038527
-17.374174, -13.101773, 4.651141, 1, 0.114406, 0.869742, 0.038527
-17.373691, -14.136721, 4.560279, 1, 0.114406, 0.869742, 0.038527
-17.435259, -12.161987, 3.945309, 1, 0.114406, 0.869742, 0.038527
-17.504165, -13.195963, 3.847116, 1, 0.114406, 0.869742, 0.038527
-17.414600, -12.148931, 3.136638, 1, 0.114406, 0.869742, 0.038527
-17.232964, -12.982552, 2.974338, 1, 0.114406, 0.869742, 0.038527
-17.388447, -12.130687, 2.345183, 1, 0.114406, 0.869742, 0.038527
-17.133750, -12.899373, 2.158431, 1, 0.114406, 0.869742, 0.038527
-17.168411, -13.936849, 2.017900, 1, 0.114406, 0.869742, 0.038527
-17.065417, -14.908500, 1.853067, 1, 0.114406, 0.869742, 0.038527
-17.366494, -12.104109, 1.561574, 1, 0.114406, 0.869742, 0.038527
-17.094266, -12.865906, 1.373053, 1, 0.114406, 0.869742, 0.038527
-17.070019, -13.847093, 1.201946, 1, 0.114406, 0.869742, 0.038527
-17.380051, -12.105448, 0.787384, 1, 0.114406, 0.869742, 0.038527
-17.391567, -12.104005, 0.014423, 1, 0.114406, 0.869742, 0.038527
-17.464499, -12.086666, 6.491800, 1, 0.114406, 0.869742, 0.038527
-17.464607, -12.095308, 5.604984, 1, 0.114406, 0.869742, 0.038527
-17.447037, -12.090801, 4.759197, 1, 0.114406, 0.869742, 0.038527
-17.400984, -13.038438, 4.647587, 1, 0.114406, 0.869742, 0.038527
-17.310306, -13.997095, 4.532349, 1, 0.114406, 0.869742, 0.038527
-17.465216, -12.103399, 3.943666, 1, 0.114406, 0.869742, 0.038527
-17.497269, -13.106769, 3.836744, 1, 0.114406, 0.869742, 0.038527
-17.466426, -12.105590, 3.139268, 1, 0.114406, 0.869742, 0.038527
-17.293332, -12.945055, 2.977889, 1, 0.114406, 0.869742, 0.038527
-17.440287, -12.087475, 2.347162, 1, 0.114406, 0.869742, 0.038527
-17.177228, -12.849726, 2.158931, 1, 0.114406, 0.869742, 0.038527
-17.204112, -13.878483, 2.017082, 1, 0.114406, 0.869742, 0.038527
-17.065167, -14.816215, 1.848095, 1, 0.114406, 0.869742, 0.038527
-17.404366, -12.051341, 1.561647, 1, 0.114406, 0.869742, 0.038527
-17.069723, -12.765588, 1.367929, 1, 0.114406, 0.869742, 0.038527
-17.119416, -13.800298, 1.202437, 1, 0.114406, 0.869742, 0.038527
-17.415465, -12.050932, 0.787310, 1, 0.114406, 0.869742, 0.038527
-17.383380, -12.019311, 0.014385, 1, 0.114406, 0.869742, 0.038527
-17.513318, -12.041156, 6.496185, 1, 0.114406, 0.869742, 0.038527
-17.581290, -12.096478, 5.630495, 1, 0.114406, 0.869742, 0.038527
-17.303635, -13.914563, 5.389428, 1, 0.114406, 0.869742, 0.038527
-17.497711, -12.046623, 4.762916, 1, 0.114406, 0.869742, 0.038527
-17.365603, -12.928929, 4.627521, 1, 0.114406, 0.869742, 0.038527
-17.428023, -14.004072, 4.551900, 1, 0.114406, 0.869742, 0.038527
-17.417234, -11.991217, 3.924506, 1, 0.114406, 0.869742, 0.038527
-17.530286, -13.047734, 3.835189, 1, 0.114406, 0.869742, 0.038527
-17.428522, -12.000333, 3.125824, 1, 0.114406, 0.869742, 0.038527
-17.351247, -12.905537, 2.981030, 1, 0.114406, 0.869742, 0.038527
-17.415071, -11.991072, 2.338806, 1, 0.114406, 0.869742, 0.038527
-17.171850, -12.763728, 2.153324, 1, 0.114406, 0.869742, 0.038527
-17.140936, -13.740924, 2.004723, 1, 0.114406, 0.869742, 0.038527
-17.024519, -14.689564, 1.838803, 1, 0.114406, 0.869742, 0.038527
-17.433042, -11.992236, 1.560912, 1, 0.114406, 0.869742, 0.038527
-17.135240, -12.732801, 1.370043, 1, 0.114406, 0.869742, 0.038527
-17.164792, -13.750208, 1.202656, 1, 0.114406, 0.869742, 0.038527
-17.409532, -11.968009, 0.785378, 1, 0.114406, 0.869742, 0.038527
-17.209968, -12.774348, 0.591186, 1, 0.114406, 0.869742, 0.038527
-17.413579, -11.961394, 0.014380, 1, 0.114406, 0.869742, 0.038527
-17.207253, -12.766745, -0.192219, 1, 0.114406, 0.869742, 0.038527
-17.545440, -11.984132, 6.494431, 1, 0.114406, 0.869742, 0.038527
-17.269569, -13.800138, 5.365605, 1, 0.114406, 0.869742, 0.038527
-17.467739, -11.947163, 4.744758, 1, 0.114406, 0.869742, 0.038527
-17.400470, -12.872101, 4.626267, 1, 0.114406, 0.869742, 0.038527
-17.324651, -13.833754, 4.513795, 1, 0.114406, 0.869742, 0.038527
-17.456374, -11.939390, 3.925054, 1, 0.114406, 0.869742, 0.038527
-17.521136, -12.957579, 3.824471, 1, 0.114406, 0.869742, 0.038527
-17.466888, -11.947924, 3.126116, 1, 0.114406, 0.869742, 0.038527
-17.266478, -12.760396, 2.959726, 1, 0.114406, 0.869742, 0.038527
-17.430447, -11.922996, 2.335948, 1, 0.114406, 0.869742, 0.038527
-17.140498, -12.658968, 2.144512, 1, 0.114406, 0.869742, 0.038527
-17.153414, -13.664692, 2.001270, 1, 0.114406, 0.869742, 0.038527
-17.079340, -14.645699, 1.839863, 1, 0.114406, 0.869742, 0.038527
-17.421170, -11.905496, 1.556571, 1, 0.114406, 0.869742, 0.038527
-17.106784, -12.630380, 1.364663, 1, 0.114406, 0.869742, 0.038527
-17.198302, -13.690641, 1.202055, 1, 0.114406, 0.869742, 0.038527
-17.390877, -11.876781, 0.782889, 1, 0.114406, 0.869742, 0.038527
-17.266778, -12.734542, 0.591793, 1, 0.114406, 0.869742, 0.038527
-17.374201, -11.856057, 0.014317, 1, 0.114406, 0.869742, 0.038527
-17.241512, -12.710334, -0.192165, 1, 0.114406, 0.869742, 0.038527
-17.515652, -11.885142, 6.469878, 1, 0.114406, 0.869742, 0.038527
-17.333945, -12.746854, 6.322777, 1, 0.114406, 0.869742, 0.038527
-17.370521, -12.773750, 5.455129, 1, 0.114406, 0.869742, 0.038527
-17.323239, -13.756156, 5.369143, 1, 0.114406, 0.869742, 0.038527
-17.500275, -11.890774, 4.743664, 1, 0.114406, 0.869742, 0.038527
-17.433576, -12.814024, 4.624595, 1, 0.114406, 0.869742, 0.038527
-17.379292, -13.790283, 4.516987, 1, 0.114406, 0.869742, 0.038527
-17.515693, -11.901250, 3.930163, 1, 0.114406, 0.869742, 0.038527
-17.333012, -12.736380, 3.774861, 1, 0.114406, 0.869742, 0.038527
-17.438822, -11.850355, 3.114572, 1, 0.114406, 0.869742, 0.038527
-17.323112, -12.720262, 2.962730, 1, 0.114406, 0.869742, 0.038527
-17.397889, -11.822539, 2.326713, 1, 0.114406, 0.869742, 0.038527
-17.173639, -12.602202, 2.143811, 1, 0.114406, 0.869742, 0.038527
-17.141378, -13.569353, 1.994999, 1, 0.114406, 0.869742, 0.038527
-17.127227, -14.595817, 1.840189, 1, 0.114406, 0.869742, 0.038527
-17.430385, -11.833508, 1.554143, 1, 0.114406, 0.869742, 0.038527
-17.093956, -12.540059, 1.360564, 1, 0.114406, 0.869742, 0.038527
-17.024869, -13.467457, 1.187040, 1, 0.114406, 0.869742, 0.038527
-17.399944, -11.804856, 0.781663, 1, 0.114406, 0.869742, 0.038527
-17.275931, -12.659647, 0.590773, 1, 0.114406, 0.869742, 0.038527
-17.393939, -11.791475, 0.014304, 1, 0.114406, 0.869742, 0.038527
-17.248158, -12.633743, -0.191806, 1, 0.114406, 0.869742, 0.038527
-17.513176, -11.805157, 6.455554, 1, 0.114406, 0.869742, 0.038527
-17.381492, -12.699840, 6.325879, 1, 0.114406, 0.869742, 0.038527
-17.351702, -12.678073, 5.436979, 1, 0.114406, 0.869742, 0.038527
-17.514027, -11.821743, 4.737538, 1, 0.114406, 0.869742, 0.038527
-17.418314, -12.720683, 4.610172, 1, 0.114406, 0.869742, 0.038527
-17.406898, -13.725371, 4.513197, 1, 0.114406, 0.869742, 0.038527
-17.506486, -11.816653, 3.919945, 1, 0.114406, 0.869742, 0.038527
-17.355299, -12.670947, 3.771231, 1, 0.114406, 0.869742, 0.038527
-17.488215, -11.805653, 3.116910, 1, 0.114406, 0.869742, 0.038527
-17.347650, -12.656546, 2.960272, 1, 0.114406, 0.869742, 0.038527
-17.430784, -11.766883, 2.326273, 1, 0.114406, 0.869742, 0.038527
-17.149512, -12.503733, 2.136000, 1, 0.114406, 0.869742, 0.038527
-17.110136, -13.459438, 1.986548, 1, 0.114406, 0.869742, 0.038527
-17.154433, -14.528388, 1.838314, 1, 0.114406, 0.869742, 0.038527
-17.431055, -11.755999, 1.550980, 1, 0.114406, 0.869742, 0.038527
-17.103315, -12.466395, 1.358258, 1, 0.114406, 0.869742, 0.038527
-17.048835, -13.401586, 1.185838, 1, 0.114406, 0.869742, 0.038527
-17.407075, -11.731871, 0.780363, 1, 0.114406, 0.869742, 0.038527
-17.296912, -12.593641, 0.590166, 1, 0.114406, 0.869742, 0.038527
-17.416762, -11.729119, 0.014293, 1, 0.114406, 0.869742, 0.038527
-17.268240, -12.567233, -0.191600, 1, 0.114406, 0.869742, 0.038527
-17.596987, -11.783298, 6.473093, 1, 0.114406, 0.869742, 0.038527
-17.406398, -12.636309, 6.320804, 1, 0.114406, 0.869742, 0.038527
-17.403854, -12.634462, 5.441149, 1, 0.114406, 0.869742, 0.038527
-17.322435, -13.583044, 5.342961, 1, 0.114406, 0.869742, 0.038527
-17.540487, -11.761434, 4.734913, 1, 0.114406, 0.869742, 0.038527
-17.418476, -12.639042, 4.599930, 1, 0.114406, 0.869742, 0.038527
-17.315486, -13.567348, 4.478682, 1, 0.114406, 0.869742, 0.038527
-17.456912, -11.705394, 3.900785, 1, 0.114406, 0.869742, 0.038527
-17.379740, -12.607232, 3.768120, 1, 0.114406, 0.869742, 0.038527
-17.494774, -11.732109, 3.111649, 1, 0.114406, 0.869742, 0.038527
-17.363941, -12.586984, 2.956449, 1, 0.114406, 0.869742, 0.038527
-17.468452, -11.714458, 2.326493, 1, 0.114406, 0.869742, 0.038527
-17.145086, -12.420124, 2.130693, 1, 0.114406, 0.869742, 0.038527
-17.173316, -13.424054, 1.989092, 1, 0.114406, 0.869742, 0.038527
